Empresa,Cadastro,Já operou?,Teve possibilidade de operar?,cadastro_periodo
Empresa 34150,202205,Sim,Sim,2022-05
Empresa 34151,202205,Sim,Sim,2022-05
Empresa 34152,202205,Sim,Sim,2022-05
Empresa 34153,202205,Sim,Sim,2022-05
Empresa 34154,202205,Sim,Sim,2022-05
Empresa 34155,202205,Sim,Sim,2022-05
Empresa 34156,202205,Sim,Sim,2022-05
Empresa 34157,202205,Sim,Sim,2022-05
Empresa 34158,202205,Sim,Sim,2022-05
Empresa 34159,202205,Sim,Sim,2022-05
Empresa 3416,201909,Sim,Sim,2019-09
Empresa 34160,202205,Sim,Sim,2022-05
Empresa 34161,202205,Sim,Sim,2022-05
Empresa 34162,202205,Sim,Sim,2022-05
Empresa 34163,202205,Sim,Sim,2022-05
Empresa 34164,202205,Sim,Sim,2022-05
Empresa 34165,202205,Sim,Sim,2022-05
Empresa 34166,202205,Sim,Sim,2022-05
Empresa 34167,202205,Sim,Sim,2022-05
Empresa 34168,202205,Não,Não,2022-05
Empresa 34169,202205,Sim,Sim,2022-05
Empresa 3417,202006,Sim,Sim,2020-06
Empresa 34170,202205,Sim,Sim,2022-05
Empresa 34171,202205,Sim,Sim,2022-05
Empresa 34172,202205,Sim,Sim,2022-05
Empresa 34173,202205,Sim,Sim,2022-05
Empresa 34174,202205,Sim,Sim,2022-05
Empresa 34175,202205,Sim,Sim,2022-05
Empresa 34176,202205,Sim,Sim,2022-05
Empresa 34177,202205,Sim,Sim,2022-05
Empresa 34178,202205,Sim,Sim,2022-05
Empresa 34179,202205,Sim,Sim,2022-05
Empresa 3418,202108,Não,Não,2021-08
Empresa 34180,202205,Sim,Sim,2022-05
Empresa 34181,202205,Sim,Sim,2022-05
Empresa 34182,202205,Sim,Sim,2022-05
Empresa 34183,202205,Sim,Sim,2022-05
Empresa 34184,202205,Sim,Sim,2022-05
Empresa 34185,202205,Sim,Sim,2022-05
Empresa 34186,202205,Sim,Sim,2022-05
Empresa 34187,202205,Sim,Sim,2022-05
Empresa 34188,202205,Sim,Sim,2022-05
Empresa 34189,202205,Sim,Sim,2022-05
Empresa 3419,202108,Não,Não,2021-08
Empresa 34190,202205,Sim,Sim,2022-05
Empresa 34191,202205,Sim,Sim,2022-05
Empresa 34192,202205,Sim,Sim,2022-05
Empresa 34193,202205,Sim,Sim,2022-05
Empresa 34194,202205,Sim,Sim,2022-05
Empresa 34195,202205,Sim,Sim,2022-05
Empresa 34196,202205,Sim,Sim,2022-05
Empresa 34197,202205,Sim,Sim,2022-05
