MesAno,Empresa,Valor,Segmento,mes
202301,Empresa 1,165198.8452,Não Tiny,2023-01
202301,Empresa 2,25845.600000000002,Tiny,2023-01
202301,Empresa 3,284800.0,Tiny,2023-01
202301,Empresa 4,17177.0,Tiny,2023-01
202301,Empresa 5,1522905.6822,Não Tiny,2023-01
202301,Empresa 6,288932.07420000003,Não Tiny,2023-01
202301,Empresa 7,32727.257999999998,Não Tiny,2023-01
202301,Empresa 8,914868.5046,Não Tiny,2023-01
202301,Empresa 9,35600.9968,Não Tiny,2023-01
202301,Empresa 10,149081.3724,Não Tiny,2023-01
202301,Empresa 11,150094.673,Tiny,2023-01
202301,Empresa 12,7682480.0,Não Tiny,2023-01
202301,Empresa 13,125167.82,Tiny,2023-01
202301,Empresa 14,210891.35619999998,Não Tiny,2023-01
202301,Empresa 15,1820677.3788,Não Tiny,2023-01
202301,Empresa 16,123775.8956,Tiny,2023-01
202301,Empresa 17,114577.8346,Tiny,2023-01
202301,Empresa 18,35832.5748,Tiny,2023-01
202301,Empresa 19,1602.0,Tiny,2023-01
202301,Empresa 20,7300.990400000001,Tiny,2023-01
202301,Empresa 21,707728.0,Não Tiny,2023-01
202301,Empresa 22,29545.152000000002,Não Tiny,2023-01
202301,Empresa 23,109576.8,Tiny,2023-01
202301,Empresa 24,965907.655,Não Tiny,2023-01
202301,Empresa 25,27416.7348,Tiny,2023-01
202301,Empresa 26,274498.4636,Não Tiny,2023-01
202301,Empresa 27,16518.4,Tiny,2023-01
202301,Empresa 28,296112.3628,Tiny,2023-01
202301,Empresa 29,1179419.8831999998,Tiny,2023-01
202301,Empresa 30,126328.20199999999,Não Tiny,2023-01
202301,Empresa 31,40575.901000000005,Tiny,2023-01
202301,Empresa 32,163651.77599999998,Tiny,2023-01
202301,Empresa 33,34551.170600000005,Tiny,2023-01
202301,Empresa 34,94240.409,Tiny,2023-01
202301,Empresa 35,5664.85,Tiny,2023-01
202301,Empresa 36,51772.9198,Tiny,2023-01
202301,Empresa 37,36103.562000000005,Tiny,2023-01
202301,Empresa 38,59986.623,Tiny,2023-01
202301,Empresa 39,283633.45920000004,Não Tiny,2023-01
202301,Empresa 40,32630.426000000003,Tiny,2023-01
202301,Empresa 41,180205.7582,Não Tiny,2023-01
202301,Empresa 42,147764.31480000002,Não Tiny,2023-01
202301,Empresa 43,13791.3332,Não Tiny,2023-01
202301,Empresa 44,140465.14,Tiny,2023-01
202301,Empresa 45,309919.5736,Não Tiny,2023-01
202302,Empresa 3,125721.40000000001,Tiny,2023-02
202302,Empresa 4,60199.6,Tiny,2023-02
202302,Empresa 46,98983.0588,Não Tiny,2023-02
202302,Empresa 6,30572.639199999998,Não Tiny,2023-02
202302,Empresa 7,55803.9078,Não Tiny,2023-02
202302,Empresa 8,207991.309,Não Tiny,2023-02
202302,Empresa 47,83538.337,Não Tiny,2023-02
202302,Empresa 9,987337.0750000001,Não Tiny,2023-02
202302,Empresa 10,271155.4545,Não Tiny,2023-02
202302,Empresa 48,376968.6848,Não Tiny,2023-02
202302,Empresa 49,43704.9096,Tiny,2023-02
202302,Empresa 11,59346.090000000004,Tiny,2023-02
202302,Empresa 50,2511494.9337999998,Não Tiny,2023-02
202302,Empresa 51,110314.966,Tiny,2023-02
202302,Empresa 13,174959.9914,Tiny,2023-02
202302,Empresa 52,142729.1042,Não Tiny,2023-02
202302,Empresa 15,4352100.445,Não Tiny,2023-02
202302,Empresa 53,5340.0,Tiny,2023-02
202302,Empresa 16,334906.466,Tiny,2023-02
202302,Empresa 17,5286.6,Tiny,2023-02
202302,Empresa 18,30260.0,Tiny,2023-02
202302,Empresa 54,5099.7,Não Tiny,2023-02
202302,Empresa 19,406498.60000000003,Tiny,2023-02
202302,Empresa 20,66423.88620000001,Tiny,2023-02
202302,Empresa 21,641512.0,Não Tiny,2023-02
202302,Empresa 55,859084.6396,Tiny,2023-02
202302,Empresa 24,2308226.214,Não Tiny,2023-02
202302,Empresa 56,394823.5088,Não Tiny,2023-02
202302,Empresa 57,37202.0,Tiny,2023-02
202302,Empresa 58,869997.428,Não Tiny,2023-02
202302,Empresa 25,18592.545000000002,Tiny,2023-02
202302,Empresa 26,726507.623,Não Tiny,2023-02
202302,Empresa 59,1473165.2376,Não Tiny,2023-02
202302,Empresa 27,20834.9,Tiny,2023-02
202302,Empresa 29,306661.96,Tiny,2023-02
202302,Empresa 60,50275.5838,Não Tiny,2023-02
202302,Empresa 31,2812.4,Tiny,2023-02
202302,Empresa 32,10793.475,Tiny,2023-02
202302,Empresa 61,36285.3,Tiny,2023-02
202302,Empresa 33,6759.817,Tiny,2023-02
202302,Empresa 62,183489.39539999998,Não Tiny,2023-02
202302,Empresa 34,50502.4804,Tiny,2023-02
202302,Empresa 35,65526.25,Tiny,2023-02
202302,Empresa 36,25330.913,Tiny,2023-02
202302,Empresa 37,330301.784,Tiny,2023-02
202302,Empresa 38,380658.69600000005,Tiny,2023-02
202302,Empresa 63,19223.9644,Tiny,2023-02
202302,Empresa 40,18976.936,Tiny,2023-02
202302,Empresa 41,138063.208,Não Tiny,2023-02
202302,Empresa 64,14956.948400000001,Tiny,2023-02
202302,Empresa 42,94681.5642,Não Tiny,2023-02
202302,Empresa 43,8172.852199999999,Não Tiny,2023-02
202302,Empresa 45,434610.6562,Não Tiny,2023-02
202303,Empresa 65,58853.92,Tiny,2023-03
202303,Empresa 3,105910.0,Tiny,2023-03
202303,Empresa 4,294480.0316,Tiny,2023-03
202303,Empresa 46,179588.52539999998,Não Tiny,2023-03
202303,Empresa 6,30933.9258,Não Tiny,2023-03
202303,Empresa 8,346596.13539999997,Não Tiny,2023-03
202303,Empresa 10,325211.5002,Não Tiny,2023-03
202303,Empresa 48,341092.1618,Não Tiny,2023-03
202303,Empresa 49,106122.621,Tiny,2023-03
202303,Empresa 11,39170.235,Tiny,2023-03
202303,Empresa 50,3880152.9538,Não Tiny,2023-03
202303,Empresa 51,67996.0,Tiny,2023-03
202303,Empresa 13,546667.3522,Tiny,2023-03
202303,Empresa 14,500222.0614,Não Tiny,2023-03
202303,Empresa 52,118409.67619999999,Não Tiny,2023-03
202303,Empresa 15,3560168.3346,Não Tiny,2023-03
202303,Empresa 53,37037.1008,Tiny,2023-03
202303,Empresa 16,48681.932,Tiny,2023-03
202303,Empresa 17,288666.16000000003,Tiny,2023-03
202303,Empresa 18,55660.671200000004,Tiny,2023-03
202303,Empresa 20,19740.2,Tiny,2023-03
202303,Empresa 66,68480.16,Tiny,2023-03
202303,Empresa 21,898366.0178,Não Tiny,2023-03
202303,Empresa 55,1516733.1406,Tiny,2023-03
202303,Empresa 24,2726732.9432,Não Tiny,2023-03
202303,Empresa 67,21492.8592,Tiny,2023-03
202303,Empresa 56,228154.8286,Não Tiny,2023-03
202303,Empresa 68,50977.8828,Tiny,2023-03
202303,Empresa 58,735527.5594,Não Tiny,2023-03
202303,Empresa 25,148991.01960000003,Tiny,2023-03
202303,Empresa 69,277630.6584,Tiny,2023-03
202303,Empresa 26,493671.6792,Não Tiny,2023-03
202303,Empresa 59,928283.9552000001,Não Tiny,2023-03
202303,Empresa 70,102499.55559999999,Tiny,2023-03
202303,Empresa 27,9464.26,Tiny,2023-03
202303,Empresa 29,2064361.9063999997,Tiny,2023-03
202303,Empresa 60,329468.3524,Não Tiny,2023-03
202303,Empresa 30,174305.6278,Não Tiny,2023-03
202303,Empresa 31,19364.62,Tiny,2023-03
202303,Empresa 71,1575718.2466,Não Tiny,2023-03
202303,Empresa 72,108152.8,Não Tiny,2023-03
202303,Empresa 33,101325.18280000001,Tiny,2023-03
202303,Empresa 62,191021.02039999998,Não Tiny,2023-03
202303,Empresa 34,101994.0712,Tiny,2023-03
202303,Empresa 73,798.686,Tiny,2023-03
202303,Empresa 35,7084.400000000001,Tiny,2023-03
202303,Empresa 36,107822.9838,Tiny,2023-03
202303,Empresa 37,270550.8864,Tiny,2023-03
202303,Empresa 38,495934.27280000004,Tiny,2023-03
202303,Empresa 63,13892.2948,Tiny,2023-03
202303,Empresa 39,145877.1944,Não Tiny,2023-03
202303,Empresa 41,817184.5254,Não Tiny,2023-03
202303,Empresa 64,85084.0,Tiny,2023-03
202303,Empresa 42,138440.835,Não Tiny,2023-03
202303,Empresa 44,24266.4196,Tiny,2023-03
202303,Empresa 45,229774.6642,Não Tiny,2023-03
202304,Empresa 1,301256.3136,Não Tiny,2023-04
202304,Empresa 65,41830.0,Tiny,2023-04
202304,Empresa 2,13528.0,Tiny,2023-04
202304,Empresa 3,169990.0,Tiny,2023-04
202304,Empresa 4,49292.5432,Tiny,2023-04
202304,Empresa 46,222455.4466,Não Tiny,2023-04
202304,Empresa 8,76699.9508,Não Tiny,2023-04
202304,Empresa 10,593067.2085,Não Tiny,2023-04
202304,Empresa 48,141760.8554,Não Tiny,2023-04
202304,Empresa 50,2107514.0014,Não Tiny,2023-04
202304,Empresa 51,108259.6,Tiny,2023-04
202304,Empresa 14,2020164.72,Não Tiny,2023-04
202304,Empresa 15,405213.90280000004,Não Tiny,2023-04
202304,Empresa 74,1198.5096,Não Tiny,2023-04
202304,Empresa 16,96370.1256,Tiny,2023-04
202304,Empresa 17,55215.6356,Tiny,2023-04
202304,Empresa 18,37558.1246,Tiny,2023-04
202304,Empresa 20,33764.375,Tiny,2023-04
202304,Empresa 21,419012.0,Não Tiny,2023-04
202304,Empresa 55,97232.5,Tiny,2023-04
202304,Empresa 24,1519243.8128,Não Tiny,2023-04
202304,Empresa 75,3529.6510000000003,Não Tiny,2023-04
202304,Empresa 56,63332.4,Não Tiny,2023-04
202304,Empresa 58,219129.8726,Não Tiny,2023-04
202304,Empresa 25,133189.06960000002,Tiny,2023-04
202304,Empresa 26,487148.9404,Não Tiny,2023-04
202304,Empresa 76,92373.1,Não Tiny,2023-04
202304,Empresa 70,20209.710600000002,Tiny,2023-04
202304,Empresa 27,22794.68,Tiny,2023-04
202304,Empresa 29,1062604.909,Tiny,2023-04
202304,Empresa 60,189821.4962,Não Tiny,2023-04
202304,Empresa 30,317654.3322,Não Tiny,2023-04
202304,Empresa 31,108882.6,Tiny,2023-04
202304,Empresa 33,25675.236200000003,Tiny,2023-04
202304,Empresa 34,70922.6938,Tiny,2023-04
202304,Empresa 35,32752.2492,Tiny,2023-04
202304,Empresa 36,20516.191000000003,Tiny,2023-04
202304,Empresa 77,89000.0,Tiny,2023-04
202304,Empresa 37,213134.03160000002,Tiny,2023-04
202304,Empresa 38,389504.05,Tiny,2023-04
202304,Empresa 63,16101.3638,Tiny,2023-04
202304,Empresa 78,14608.460000000001,Tiny,2023-04
202304,Empresa 41,221634.03,Não Tiny,2023-04
202304,Empresa 79,7506.2066,Não Tiny,2023-04
202304,Empresa 64,2492.0,Tiny,2023-04
202304,Empresa 42,312043.968,Não Tiny,2023-04
202304,Empresa 43,44051.813799999996,Não Tiny,2023-04
202304,Empresa 80,7894.851800000001,Não Tiny,2023-04
202304,Empresa 45,354635.007,Não Tiny,2023-04
202305,Empresa 65,48019.06,Tiny,2023-05
202305,Empresa 2,30402.4,Tiny,2023-05
202305,Empresa 4,20081.96,Tiny,2023-05
202305,Empresa 46,334518.96,Não Tiny,2023-05
202305,Empresa 81,2438661.054,Não Tiny,2023-05
202305,Empresa 10,520588.21619999997,Não Tiny,2023-05
202305,Empresa 82,8907.030999999999,Tiny,2023-05
202305,Empresa 83,45987.991,Tiny,2023-05
202305,Empresa 84,105089.8472,Tiny,2023-05
202305,Empresa 50,3412717.4244,Não Tiny,2023-05
202305,Empresa 51,87157.7,Tiny,2023-05
202305,Empresa 15,569027.1782,Não Tiny,2023-05
202305,Empresa 53,37354.8486,Tiny,2023-05
202305,Empresa 16,49141.4568,Tiny,2023-05
202305,Empresa 18,30260.0,Tiny,2023-05
202305,Empresa 85,4945.196,Tiny,2023-05
202305,Empresa 19,3204.0,Tiny,2023-05
202305,Empresa 20,30486.06,Tiny,2023-05
202305,Empresa 21,145782.0,Não Tiny,2023-05
202305,Empresa 24,693507.9715999999,Não Tiny,2023-05
202305,Empresa 75,456157.00440000003,Não Tiny,2023-05
202305,Empresa 56,245570.90039999998,Não Tiny,2023-05
202305,Empresa 68,144437.3346,Tiny,2023-05
202305,Empresa 25,70345.6,Tiny,2023-05
202305,Empresa 26,481737.17079999996,Não Tiny,2023-05
202305,Empresa 27,15655.1,Tiny,2023-05
202305,Empresa 29,74100.1718,Tiny,2023-05
202305,Empresa 60,164964.5794,Não Tiny,2023-05
202305,Empresa 30,243621.9072,Não Tiny,2023-05
202305,Empresa 33,5906.0578000000005,Tiny,2023-05
202305,Empresa 35,145577.3,Tiny,2023-05
202305,Empresa 36,81396.73,Tiny,2023-05
202305,Empresa 77,118993.89,Tiny,2023-05
202305,Empresa 38,333721.6624,Tiny,2023-05
202305,Empresa 63,69236.92700000001,Tiny,2023-05
202305,Empresa 78,38003.8188,Tiny,2023-05
202305,Empresa 86,349408.01920000004,Não Tiny,2023-05
202305,Empresa 41,302903.61460000003,Não Tiny,2023-05
202305,Empresa 87,4483.82,Tiny,2023-05
202305,Empresa 88,252257.43480000002,Não Tiny,2023-05
202305,Empresa 89,28480.160200000002,Tiny,2023-05
202305,Empresa 64,48061.78,Tiny,2023-05
202305,Empresa 42,186043.108,Não Tiny,2023-05
202305,Empresa 43,16827.7818,Não Tiny,2023-05
202305,Empresa 44,246067.2,Tiny,2023-05
202305,Empresa 45,117544.2402,Não Tiny,2023-05
202306,Empresa 1,98970.3674,Não Tiny,2023-06
202306,Empresa 4,56146.575600000004,Tiny,2023-06
202306,Empresa 46,328679.86579999997,Não Tiny,2023-06
202306,Empresa 10,377646.82920000004,Não Tiny,2023-06
202306,Empresa 48,167769.0228,Não Tiny,2023-06
202306,Empresa 82,46688.866,Tiny,2023-06
202306,Empresa 50,3042979.3844,Não Tiny,2023-06
202306,Empresa 51,108868.2888,Tiny,2023-06
202306,Empresa 15,272112.9966,Não Tiny,2023-06
202306,Empresa 53,272432.4532,Tiny,2023-06
202306,Empresa 16,129087.825,Tiny,2023-06
202306,Empresa 17,36477.54,Tiny,2023-06
202306,Empresa 18,35497.685600000004,Tiny,2023-06
202306,Empresa 85,245.106,Tiny,2023-06
202306,Empresa 20,23356.056399999998,Tiny,2023-06
202306,Empresa 21,321646.0,Não Tiny,2023-06
202306,Empresa 24,505828.99020000006,Não Tiny,2023-06
202306,Empresa 75,825710.7432,Não Tiny,2023-06
202306,Empresa 56,181753.66400000002,Não Tiny,2023-06
202306,Empresa 68,59474.1966,Tiny,2023-06
202306,Empresa 25,92702.4,Tiny,2023-06
202306,Empresa 26,287195.0612,Não Tiny,2023-06
202306,Empresa 90,214668.0,Não Tiny,2023-06
202306,Empresa 27,69249.12,Tiny,2023-06
202306,Empresa 60,147146.1742,Não Tiny,2023-06
202306,Empresa 30,369596.7436,Não Tiny,2023-06
202306,Empresa 31,32040.0,Tiny,2023-06
202306,Empresa 72,204700.0,Não Tiny,2023-06
202306,Empresa 33,15036.888200000001,Tiny,2023-06
202306,Empresa 91,63979.34099999999,Tiny,2023-06
202306,Empresa 35,50713.98,Tiny,2023-06
202306,Empresa 36,22783.644,Tiny,2023-06
202306,Empresa 77,150983.33800000002,Tiny,2023-06
202306,Empresa 37,40348.684,Tiny,2023-06
202306,Empresa 38,237542.3706,Tiny,2023-06
202306,Empresa 63,63851.1454,Tiny,2023-06
202306,Empresa 86,747533.1965999999,Não Tiny,2023-06
202306,Empresa 41,75970.1508,Não Tiny,2023-06
202306,Empresa 88,150499.0,Não Tiny,2023-06
202306,Empresa 89,29370.0,Tiny,2023-06
202306,Empresa 92,112093.9336,Não Tiny,2023-06
202306,Empresa 64,108580.0,Tiny,2023-06
202306,Empresa 42,308513.9254,Não Tiny,2023-06
202306,Empresa 45,4704.718,Não Tiny,2023-06
202307,Empresa 3,20826.0,Tiny,2023-07
202307,Empresa 4,51050.4,Tiny,2023-07
202307,Empresa 46,132620.27060000002,Não Tiny,2023-07
202307,Empresa 93,2168.04,Tiny,2023-07
202307,Empresa 10,599447.2535999999,Não Tiny,2023-07
202307,Empresa 48,95487.2456,Não Tiny,2023-07
202307,Empresa 82,494013.54600000003,Tiny,2023-07
202307,Empresa 50,2883734.6392,Não Tiny,2023-07
202307,Empresa 51,63960.7222,Tiny,2023-07
202307,Empresa 15,343300.8748,Não Tiny,2023-07
202307,Empresa 16,84206.9584,Tiny,2023-07
202307,Empresa 18,30260.0,Tiny,2023-07
202307,Empresa 20,5001.8,Tiny,2023-07
202307,Empresa 21,209506.0,Não Tiny,2023-07
202307,Empresa 55,22699.1296,Tiny,2023-07
202307,Empresa 24,963897.8926000001,Não Tiny,2023-07
202307,Empresa 75,447343.1208,Não Tiny,2023-07
202307,Empresa 56,178000.0,Não Tiny,2023-07
202307,Empresa 94,177173.3324,Tiny,2023-07
202307,Empresa 95,1161482.4316,Não Tiny,2023-07
202307,Empresa 25,47455.2806,Tiny,2023-07
202307,Empresa 26,442801.2372,Não Tiny,2023-07
202307,Empresa 27,49688.700000000004,Tiny,2023-07
202307,Empresa 60,328349.88940000004,Não Tiny,2023-07
202307,Empresa 30,515399.0,Não Tiny,2023-07
202307,Empresa 33,9022.6954,Tiny,2023-07
202307,Empresa 91,76841.4786,Tiny,2023-07
202307,Empresa 35,35422.0,Tiny,2023-07
202307,Empresa 36,93902.476,Tiny,2023-07
202307,Empresa 37,69127.724,Tiny,2023-07
202307,Empresa 38,85490.196,Tiny,2023-07
202307,Empresa 63,47526.356,Tiny,2023-07
202307,Empresa 39,167273.64880000002,Não Tiny,2023-07
202307,Empresa 78,143172.2886,Tiny,2023-07
202307,Empresa 41,317409.4576,Não Tiny,2023-07
202307,Empresa 96,131508.2868,Tiny,2023-07
202307,Empresa 88,150499.0,Não Tiny,2023-07
202307,Empresa 89,17088.0,Tiny,2023-07
202307,Empresa 64,159488.0,Tiny,2023-07
202307,Empresa 42,336894.904,Não Tiny,2023-07
202307,Empresa 43,15462.0056,Não Tiny,2023-07
202307,Empresa 97,15016.115600000001,Não Tiny,2023-07
202308,Empresa 2,72802.0,Tiny,2023-08
202308,Empresa 98,4447.152,Não Tiny,2023-08
202308,Empresa 46,111804.826,Não Tiny,2023-08
202308,Empresa 99,166304.9016,Tiny,2023-08
202308,Empresa 6,6676.78,Não Tiny,2023-08
202308,Empresa 7,70460.6236,Não Tiny,2023-08
202308,Empresa 93,3166.62,Tiny,2023-08
202308,Empresa 10,598435.5906,Não Tiny,2023-08
202308,Empresa 48,423625.315,Não Tiny,2023-08
202308,Empresa 82,219987.51220000003,Tiny,2023-08
202308,Empresa 49,12830.9164,Tiny,2023-08
202308,Empresa 11,35304.4666,Tiny,2023-08
202308,Empresa 50,3430803.506,Não Tiny,2023-08
202308,Empresa 51,119420.2,Tiny,2023-08
202308,Empresa 15,1206870.2422,Não Tiny,2023-08
202308,Empresa 53,48710.0916,Tiny,2023-08
202308,Empresa 100,436015.27648,Não Tiny,2023-08
202308,Empresa 16,113628.7208,Tiny,2023-08
202308,Empresa 18,47509.1078,Tiny,2023-08
202308,Empresa 101,22579.3534,Tiny,2023-08
202308,Empresa 20,12147.61,Tiny,2023-08
202308,Empresa 21,186010.0,Não Tiny,2023-08
202308,Empresa 24,1428329.761,Não Tiny,2023-08
202308,Empresa 75,29268.842599999996,Não Tiny,2023-08
202308,Empresa 95,8825.596,Não Tiny,2023-08
202308,Empresa 25,108224.0,Tiny,2023-08
202308,Empresa 26,504969.05439999996,Não Tiny,2023-08
202308,Empresa 59,63919.8,Não Tiny,2023-08
202308,Empresa 70,12360.5158,Tiny,2023-08
202308,Empresa 27,58232.700000000004,Tiny,2023-08
202308,Empresa 29,34086.09220000001,Tiny,2023-08
202308,Empresa 60,335944.6866,Não Tiny,2023-08
202308,Empresa 33,8852.0824,Tiny,2023-08
202308,Empresa 91,7921.0,Tiny,2023-08
202308,Empresa 35,114737.1268,Tiny,2023-08
202308,Empresa 36,39881.736600000004,Tiny,2023-08
202308,Empresa 37,65820.84,Tiny,2023-08
202308,Empresa 38,20451.0252,Tiny,2023-08
202308,Empresa 63,230454.5886,Tiny,2023-08
202308,Empresa 86,452270.0718,Não Tiny,2023-08
202308,Empresa 41,46796.7162,Não Tiny,2023-08
202308,Empresa 79,32729.251600000003,Não Tiny,2023-08
202308,Empresa 96,223376.6678,Tiny,2023-08
202308,Empresa 88,150499.0,Não Tiny,2023-08
202308,Empresa 102,26767.818,Tiny,2023-08
202308,Empresa 64,18512.0,Tiny,2023-08
202308,Empresa 42,208583.0166,Não Tiny,2023-08
202308,Empresa 97,2336.2322,Não Tiny,2023-08
202309,Empresa 103,205686.9566,Tiny,2023-09
202309,Empresa 2,82022.4,Tiny,2023-09
202309,Empresa 98,42304.9396,Não Tiny,2023-09
202309,Empresa 81,569068.4208,Não Tiny,2023-09
202309,Empresa 99,33007.3232,Tiny,2023-09
202309,Empresa 10,438234.6027,Não Tiny,2023-09
202309,Empresa 48,170514.3168,Não Tiny,2023-09
202309,Empresa 11,32106.75,Tiny,2023-09
202309,Empresa 50,1769753.8037999999,Não Tiny,2023-09
202309,Empresa 51,20644.44,Tiny,2023-09
202309,Empresa 15,220323.3804,Não Tiny,2023-09
202309,Empresa 53,87042.4984,Tiny,2023-09
202309,Empresa 16,141820.61000000002,Tiny,2023-09
202309,Empresa 17,9611.6262,Tiny,2023-09
202309,Empresa 18,31387.807999999997,Tiny,2023-09
202309,Empresa 19,74487.66,Tiny,2023-09
202309,Empresa 101,76323.997,Tiny,2023-09
202309,Empresa 20,31233.66,Tiny,2023-09
202309,Empresa 21,196512.0,Não Tiny,2023-09
202309,Empresa 104,986410.4248,Não Tiny,2023-09
202309,Empresa 24,1025290.8045999999,Não Tiny,2023-09
202309,Empresa 68,50977.8828,Tiny,2023-09
202309,Empresa 58,217294.3188,Não Tiny,2023-09
202309,Empresa 95,129542.77519999999,Não Tiny,2023-09
202309,Empresa 25,37371.1,Tiny,2023-09
202309,Empresa 69,48988.270000000004,Tiny,2023-09
202309,Empresa 26,513157.4104,Não Tiny,2023-09
202309,Empresa 59,207739.35,Não Tiny,2023-09
202309,Empresa 27,77011.7,Tiny,2023-09
202309,Empresa 60,267394.62600000005,Não Tiny,2023-09
202309,Empresa 30,567737.675,Não Tiny,2023-09
202309,Empresa 31,299040.0,Tiny,2023-09
202309,Empresa 33,16454.800600000002,Tiny,2023-09
202309,Empresa 91,40721.2202,Tiny,2023-09
202309,Empresa 36,111654.38040000001,Tiny,2023-09
202309,Empresa 77,61410.0,Tiny,2023-09
202309,Empresa 38,240338.448,Tiny,2023-09
202309,Empresa 63,76211.1094,Tiny,2023-09
202309,Empresa 96,160698.34660000002,Tiny,2023-09
202309,Empresa 88,75249.5,Não Tiny,2023-09
202309,Empresa 102,29039.0268,Tiny,2023-09
202309,Empresa 64,783.2,Tiny,2023-09
202309,Empresa 42,209366.893,Não Tiny,2023-09
202309,Empresa 97,23456.0568,Não Tiny,2023-09
202309,Empresa 80,138535.7446,Não Tiny,2023-09
202310,Empresa 4,8167.53,Tiny,2023-10
202310,Empresa 46,537038.7626,Não Tiny,2023-10
202310,Empresa 99,22700.268799999998,Tiny,2023-10
202310,Empresa 6,6051.1634,Não Tiny,2023-10
202310,Empresa 7,25862.8482,Não Tiny,2023-10
202310,Empresa 9,139641.0,Não Tiny,2023-10
202310,Empresa 10,439325.4579,Não Tiny,2023-10
202310,Empresa 48,290969.925,Não Tiny,2023-10
202310,Empresa 82,61190.348,Tiny,2023-10
202310,Empresa 83,39148.252,Tiny,2023-10
202310,Empresa 11,36785.391,Tiny,2023-10
202310,Empresa 50,247598.81879999998,Não Tiny,2023-10
202310,Empresa 15,1936120.2578,Não Tiny,2023-10
202310,Empresa 53,53882.5402,Tiny,2023-10
202310,Empresa 16,273359.05,Tiny,2023-10
202310,Empresa 17,11894.85,Tiny,2023-10
202310,Empresa 20,44679.940200000005,Tiny,2023-10
202310,Empresa 21,369884.0,Não Tiny,2023-10
202310,Empresa 58,364205.533,Não Tiny,2023-10
202310,Empresa 95,156161.6606,Não Tiny,2023-10
202310,Empresa 25,9247.847600000001,Tiny,2023-10
202310,Empresa 26,534533.4304,Não Tiny,2023-10
202310,Empresa 59,2199264.5108000003,Não Tiny,2023-10
202310,Empresa 27,135288.9,Tiny,2023-10
202310,Empresa 60,57496.2606,Não Tiny,2023-10
202310,Empresa 30,1102275.413,Não Tiny,2023-10
202310,Empresa 33,4965.0786,Tiny,2023-10
202310,Empresa 91,31032.626800000002,Tiny,2023-10
202310,Empresa 73,11435.2718,Tiny,2023-10
202310,Empresa 36,110415.536,Tiny,2023-10
202310,Empresa 77,55180.0,Tiny,2023-10
202310,Empresa 37,55279.68,Tiny,2023-10
202310,Empresa 38,51074.964,Tiny,2023-10
202310,Empresa 63,242383.5434,Tiny,2023-10
202310,Empresa 39,175299.0992,Não Tiny,2023-10
202310,Empresa 86,620668.2534,Não Tiny,2023-10
202310,Empresa 79,37990.5044,Não Tiny,2023-10
202310,Empresa 96,279562.7416,Tiny,2023-10
202310,Empresa 105,47104.442599999995,Tiny,2023-10
202310,Empresa 64,20514.5,Tiny,2023-10
202310,Empresa 42,416337.5322,Não Tiny,2023-10
202310,Empresa 97,71509.5598,Não Tiny,2023-10
202311,Empresa 99,25367.865800000003,Tiny,2023-11
202311,Empresa 7,10520.6188,Não Tiny,2023-11
202311,Empresa 9,30324.5428,Não Tiny,2023-11
202311,Empresa 10,316109.4435,Não Tiny,2023-11
202311,Empresa 48,147762.14320000002,Não Tiny,2023-11
202311,Empresa 82,82682.335,Tiny,2023-11
202311,Empresa 11,37051.6256,Tiny,2023-11
202311,Empresa 50,2842.7668,Não Tiny,2023-11
202311,Empresa 106,64436.71200000001,Não Tiny,2023-11
202311,Empresa 107,767343.493,Não Tiny,2023-11
202311,Empresa 15,1465029.8900000001,Não Tiny,2023-11
202311,Empresa 53,16055.6,Tiny,2023-11
202311,Empresa 16,82552.25259999999,Tiny,2023-11
202311,Empresa 19,16020.0,Tiny,2023-11
202311,Empresa 101,47988.622,Tiny,2023-11
202311,Empresa 20,29601.4,Tiny,2023-11
202311,Empresa 21,312212.0,Não Tiny,2023-11
202311,Empresa 56,34594.3,Não Tiny,2023-11
202311,Empresa 68,33985.2552,Tiny,2023-11
202311,Empresa 58,206976.62,Não Tiny,2023-11
202311,Empresa 95,51526.211800000005,Não Tiny,2023-11
202311,Empresa 26,509924.5744,Não Tiny,2023-11
202311,Empresa 59,247214.8016,Não Tiny,2023-11
202311,Empresa 27,32111.2,Tiny,2023-11
202311,Empresa 60,560901.941,Não Tiny,2023-11
202311,Empresa 30,931554.3314,Não Tiny,2023-11
202311,Empresa 33,56248.71200000001,Tiny,2023-11
202311,Empresa 91,50107.6408,Tiny,2023-11
202311,Empresa 35,24216.9,Tiny,2023-11
202311,Empresa 36,61335.1688,Tiny,2023-11
202311,Empresa 77,48950.0,Tiny,2023-11
202311,Empresa 38,135524.4474,Tiny,2023-11
202311,Empresa 63,261169.68120000002,Tiny,2023-11
202311,Empresa 39,143422.788,Não Tiny,2023-11
202311,Empresa 79,35083.461800000005,Não Tiny,2023-11
202311,Empresa 96,182981.5436,Tiny,2023-11
202311,Empresa 64,13136.4,Tiny,2023-11
202311,Empresa 42,212492.84,Não Tiny,2023-11
202311,Empresa 108,74380.7888,Não Tiny,2023-11
202311,Empresa 44,155716.8742,Tiny,2023-11
202311,Empresa 45,20486.945600000003,Não Tiny,2023-11
202301,Empresa 109,132308.6816,Tiny,2023-01
202301,Empresa 110,2802079.8982,Tiny,2023-01
202301,Empresa 111,49210.6098,Tiny,2023-01
202301,Empresa 112,91598.5508,Não Tiny,2023-01
202301,Empresa 113,1865213.05,Não Tiny,2023-01
202301,Empresa 114,525634.0,Tiny,2023-01
