bc,Empresa,Conversão (%),Cadastrado? Quando?,mes,cadastro_periodo,status_cadastro_no_mes,cadastrado_no_mes,cadastro_futuro
2023-09,Empresa 13589,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 13227,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 3015,100.0,202308,2023-09,2023-08,já cadastrado,True,False
2023-09,Empresa 17173,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 21051,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 26628,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 7228,0.0,202302,2023-09,2023-02,já cadastrado,True,False
2023-09,Empresa 26629,0.0,202308,2023-09,2023-08,já cadastrado,True,False
2023-09,Empresa 4134,100.0,201906,2023-09,2019-06,já cadastrado,True,False
2023-09,Empresa 11292,0.0,202203,2023-09,2022-03,já cadastrado,True,False
2023-09,Empresa 7309,100.0,202207,2023-09,2022-07,já cadastrado,True,False
2023-09,Empresa 3055,0.0,201911,2023-09,2019-11,já cadastrado,True,False
2023-09,Empresa 21368,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 5797,100.0,202012,2023-09,2020-12,já cadastrado,True,False
2023-09,Empresa 3199,100.0,202112,2023-09,2021-12,já cadastrado,True,False
2023-09,Empresa 26630,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 22579,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6264,100.0,202309,2023-09,2023-09,já cadastrado,True,False
2023-09,Empresa 5839,100.0,202303,2023-09,2023-03,já cadastrado,True,False
2023-09,Empresa 6296,0.0,202309,2023-09,2023-09,já cadastrado,True,False
2023-09,Empresa 13176,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6952,100.0,201910,2023-09,2019-10,já cadastrado,True,False
2023-09,Empresa 9997,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 984,0.0,202204,2023-09,2022-04,já cadastrado,True,False
2023-09,Empresa 2467,100.0,202106,2023-09,2021-06,já cadastrado,True,False
2023-09,Empresa 1958,100.0,202102,2023-09,2021-02,já cadastrado,True,False
2023-09,Empresa 4511,0.0,202203,2023-09,2022-03,já cadastrado,True,False
2023-09,Empresa 10817,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 15723,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2995,0.0,202307,2023-09,2023-07,já cadastrado,True,False
2023-09,Empresa 14644,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 7965,0.0,202303,2023-09,2023-03,já cadastrado,True,False
2023-09,Empresa 21159,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 23468,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 15134,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6756,100.0,202305,2023-09,2023-05,já cadastrado,True,False
2023-09,Empresa 5194,100.0,202212,2023-09,2022-12,já cadastrado,True,False
2023-09,Empresa 9083,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 1735,100.0,202309,2023-09,2023-09,já cadastrado,True,False
2023-09,Empresa 21105,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 9941,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 20215,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 10247,0.0,202111,2023-09,2021-11,já cadastrado,True,False
2023-09,Empresa 18157,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 17622,0.0,202002,2023-09,2020-02,já cadastrado,True,False
2023-09,Empresa 16473,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2209,0.0,202212,2023-09,2022-12,já cadastrado,True,False
2023-09,Empresa 14495,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14921,0.0,202011,2023-09,2020-11,já cadastrado,True,False
2023-09,Empresa 12477,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 15457,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14020,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 20249,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14996,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 24605,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 1434,0.0,202102,2023-09,2021-02,já cadastrado,True,False
2023-09,Empresa 7680,0.0,202002,2023-09,2020-02,já cadastrado,True,False
2023-09,Empresa 8209,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 9512,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14562,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 15157,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 22765,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 11869,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 4125,51.89,201905,2023-09,2019-05,já cadastrado,True,False
2023-09,Empresa 23331,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 1793,96.79,202209,2023-09,2022-09,já cadastrado,True,False
2023-09,Empresa 16341,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 24380,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 4760,100.0,202009,2023-09,2020-09,já cadastrado,True,False
2023-09,Empresa 521,96.68,202308,2023-09,2023-08,já cadastrado,True,False
2023-09,Empresa 3537,97.04,201909,2023-09,2019-09,já cadastrado,True,False
2023-09,Empresa 4629,22.47,202010,2023-09,2020-10,já cadastrado,True,False
2023-09,Empresa 16440,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 8155,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 25200,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 16108,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 10953,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 495,30.07,202102,2023-09,2021-02,já cadastrado,True,False
2023-09,Empresa 2745,100.0,202107,2023-09,2021-07,já cadastrado,True,False
2023-09,Empresa 2726,100.0,202307,2023-09,2023-07,já cadastrado,True,False
2023-09,Empresa 194,37.5,202307,2023-09,2023-07,já cadastrado,True,False
2023-09,Empresa 10162,0.0,202012,2023-09,2020-12,já cadastrado,True,False
2023-09,Empresa 16510,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 24053,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 7250,0.0,202309,2023-09,2023-09,já cadastrado,True,False
2023-09,Empresa 25530,0.0,202101,2023-09,2021-01,já cadastrado,True,False
2023-09,Empresa 3236,0.0,201912,2023-09,2019-12,já cadastrado,True,False
2023-09,Empresa 14790,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 12886,0.0,202003,2023-09,2020-03,já cadastrado,True,False
2023-09,Empresa 6437,100.0,202009,2023-09,2020-09,já cadastrado,True,False
2023-09,Empresa 8800,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 26315,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 12936,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 10229,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14136,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2538,100.0,202108,2023-09,2021-08,já cadastrado,True,False
2023-09,Empresa 14690,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14271,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 20020,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 1696,100.0,202203,2023-09,2022-03,já cadastrado,True,False
2023-09,Empresa 18334,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 4914,0.0,202009,2023-09,2020-09,já cadastrado,True,False
2023-09,Empresa 19215,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 16224,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6141,100.0,202110,2023-09,2021-10,já cadastrado,True,False
2023-09,Empresa 26631,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 15907,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 25946,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 9439,0.0,202206,2023-09,2022-06,já cadastrado,True,False
2023-09,Empresa 22640,0.0,202008,2023-09,2020-08,já cadastrado,True,False
2023-09,Empresa 25875,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 481,0.0,202012,2023-09,2020-12,já cadastrado,True,False
2023-09,Empresa 4470,100.0,202107,2023-09,2021-07,já cadastrado,True,False
2023-09,Empresa 15622,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 847,100.0,202307,2023-09,2023-07,já cadastrado,True,False
2023-09,Empresa 1416,100.0,202010,2023-09,2020-10,já cadastrado,True,False
2023-09,Empresa 17564,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 5794,0.0,202308,2023-09,2023-08,já cadastrado,True,False
2023-09,Empresa 4275,21.45,202202,2023-09,2022-02,já cadastrado,True,False
2023-09,Empresa 2512,100.0,202106,2023-09,2021-06,já cadastrado,True,False
2023-09,Empresa 26106,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14603,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 10129,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 3010,88.12,202002,2023-09,2020-02,já cadastrado,True,False
2023-09,Empresa 1420,22.24,202010,2023-09,2020-10,já cadastrado,True,False
2023-09,Empresa 12590,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 18162,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 1740,0.0,202203,2023-09,2022-03,já cadastrado,True,False
2023-09,Empresa 12846,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 8988,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 327,100.0,202111,2023-09,2021-11,já cadastrado,True,False
2023-09,Empresa 25702,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2268,0.0,202305,2023-09,2023-05,já cadastrado,True,False
2023-09,Empresa 26632,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 8935,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 21049,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 7972,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 20426,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 24248,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 17106,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 12864,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 26633,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 7742,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 7060,100.0,202005,2023-09,2020-05,já cadastrado,True,False
2023-09,Empresa 12264,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14405,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 8275,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 8329,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 11805,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 19166,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 13097,0.0,202003,2023-09,2020-03,já cadastrado,True,False
2023-09,Empresa 17850,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 22146,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 137,100.0,202207,2023-09,2022-07,já cadastrado,True,False
2023-09,Empresa 17951,0.0,202208,2023-09,2022-08,já cadastrado,True,False
2023-09,Empresa 20116,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 234,100.0,202308,2023-09,2023-08,já cadastrado,True,False
2023-09,Empresa 13029,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 12202,0.0,202109,2023-09,2021-09,já cadastrado,True,False
2023-09,Empresa 16966,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2740,100.0,202307,2023-09,2023-07,já cadastrado,True,False
2023-09,Empresa 2563,0.0,202203,2023-09,2022-03,já cadastrado,True,False
2023-09,Empresa 2287,100.0,202106,2023-09,2021-06,já cadastrado,True,False
2023-09,Empresa 2351,100.0,202203,2023-09,2022-03,já cadastrado,True,False
2023-09,Empresa 1499,81.9,202109,2023-09,2021-09,já cadastrado,True,False
2023-09,Empresa 26634,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 7351,100.0,202301,2023-09,2023-01,já cadastrado,True,False
2023-09,Empresa 3352,100.0,202109,2023-09,2021-09,já cadastrado,True,False
2023-09,Empresa 4171,50.0,202003,2023-09,2020-03,já cadastrado,True,False
2023-09,Empresa 26635,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 3358,81.33,201908,2023-09,2019-08,já cadastrado,True,False
2023-09,Empresa 7638,100.0,202111,2023-09,2021-11,já cadastrado,True,False
2023-09,Empresa 18794,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14579,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14686,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 9047,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 19887,0.0,202204,2023-09,2022-04,já cadastrado,True,False
2023-09,Empresa 18743,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 5799,0.0,202202,2023-09,2022-02,já cadastrado,True,False
2023-09,Empresa 1051,0.0,202204,2023-09,2022-04,já cadastrado,True,False
2023-09,Empresa 3269,0.0,202004,2023-09,2020-04,já cadastrado,True,False
2023-09,Empresa 22627,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 25510,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 10706,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 3883,100.0,202111,2023-09,2021-11,já cadastrado,True,False
2023-09,Empresa 1148,49.1,202309,2023-09,2023-09,já cadastrado,True,False
2023-09,Empresa 9432,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 17714,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 7444,55.72,202301,2023-09,2023-01,já cadastrado,True,False
2023-09,Empresa 12012,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 5845,97.37,202012,2023-09,2020-12,já cadastrado,True,False
2023-09,Empresa 11246,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 9842,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 10353,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6551,100.0,202108,2023-09,2021-08,já cadastrado,True,False
2023-09,Empresa 23802,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 4578,100.0,202212,2023-09,2022-12,já cadastrado,True,False
2023-09,Empresa 19511,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 8974,0.0,202007,2023-09,2020-07,já cadastrado,True,False
2023-09,Empresa 13950,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 15084,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 15647,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2185,0.0,201912,2023-09,2019-12,já cadastrado,True,False
2023-09,Empresa 14006,0.0,202203,2023-09,2022-03,já cadastrado,True,False
2023-09,Empresa 18865,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 11726,0.0,202007,2023-09,2020-07,já cadastrado,True,False
2023-09,Empresa 17973,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 14589,0.0,202007,2023-09,2020-07,já cadastrado,True,False
2023-09,Empresa 24618,0.0,202009,2023-09,2020-09,já cadastrado,True,False
2023-09,Empresa 1414,94.72,202104,2023-09,2021-04,já cadastrado,True,False
2023-09,Empresa 2178,0.0,202203,2023-09,2022-03,já cadastrado,True,False
2023-09,Empresa 600,100.0,202211,2023-09,2022-11,já cadastrado,True,False
2023-09,Empresa 7912,0.0,202207,2023-09,2022-07,já cadastrado,True,False
2023-09,Empresa 10371,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 26636,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2252,73.56,202203,2023-09,2022-03,já cadastrado,True,False
2023-09,Empresa 231,32.1,202309,2023-09,2023-09,já cadastrado,True,False
2023-09,Empresa 10134,0.0,202010,2023-09,2020-10,já cadastrado,True,False
2023-09,Empresa 16478,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 10517,0.0,202107,2023-09,2021-07,já cadastrado,True,False
2023-09,Empresa 26637,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 5507,0.0,202110,2023-09,2021-10,já cadastrado,True,False
2023-09,Empresa 759,50.0,202301,2023-09,2023-01,já cadastrado,True,False
2023-09,Empresa 9263,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 26638,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 801,80.35,202309,2023-09,2023-09,já cadastrado,True,False
2023-09,Empresa 23153,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 26088,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 13969,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 5254,100.0,202204,2023-09,2022-04,já cadastrado,True,False
2023-09,Empresa 17476,0.0,202103,2023-09,2021-03,já cadastrado,True,False
2023-09,Empresa 15867,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 4855,100.0,202011,2023-09,2020-11,já cadastrado,True,False
2023-09,Empresa 21064,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 7755,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 11941,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 10692,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 11175,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 20180,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 17494,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 9060,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2706,25.45,202110,2023-09,2021-10,já cadastrado,True,False
2023-09,Empresa 1246,13.87,202212,2023-09,2022-12,já cadastrado,True,False
2023-09,Empresa 4925,100.0,202011,2023-09,2020-11,já cadastrado,True,False
2023-09,Empresa 111,100.0,202208,2023-09,2022-08,já cadastrado,True,False
2023-09,Empresa 3427,100.0,201908,2023-09,2019-08,já cadastrado,True,False
2023-09,Empresa 26639,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6155,100.0,202104,2023-09,2021-04,já cadastrado,True,False
2023-09,Empresa 19137,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 2834,0.0,202111,2023-09,2021-11,já cadastrado,True,False
2023-09,Empresa 25643,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 18662,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 18137,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 20425,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6083,100.0,202303,2023-09,2023-03,já cadastrado,True,False
2023-09,Empresa 2350,69.15,202107,2023-09,2021-07,já cadastrado,True,False
2023-09,Empresa 5923,0.0,202304,2023-09,2023-04,já cadastrado,True,False
2023-09,Empresa 6511,100.0,202206,2023-09,2022-06,já cadastrado,True,False
2023-09,Empresa 14316,0.0,202212,2023-09,2022-12,já cadastrado,True,False
2023-09,Empresa 6883,100.0,201909,2023-09,2019-09,já cadastrado,True,False
2023-09,Empresa 7096,100.0,202305,2023-09,2023-05,já cadastrado,True,False
2023-09,Empresa 9845,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 6598,100.0,202205,2023-09,2022-05,já cadastrado,True,False
2023-09,Empresa 1862,0.0,202303,2023-09,2023-03,já cadastrado,True,False
2023-09,Empresa 14211,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 17720,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 16176,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 7545,99.2,202210,2023-09,2022-10,já cadastrado,True,False
2023-09,Empresa 5310,49.85,202111,2023-09,2021-11,já cadastrado,True,False
2023-09,Empresa 2763,86.39,202305,2023-09,2023-05,já cadastrado,True,False
2023-09,Empresa 6393,100.0,202009,2023-09,2020-09,já cadastrado,True,False
2023-09,Empresa 18852,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 7468,0.0,202301,2023-09,2023-01,já cadastrado,True,False
2023-09,Empresa 18930,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 1037,100.0,202210,2023-09,2022-10,já cadastrado,True,False
2023-09,Empresa 17562,0.0,202103,2023-09,2021-03,já cadastrado,True,False
2023-09,Empresa 16960,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 19315,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 18669,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 1716,0.0,202208,2023-09,2022-08,já cadastrado,True,False
2023-09,Empresa 903,96.35,202308,2023-09,2023-08,já cadastrado,True,False
2023-09,Empresa 22019,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 637,0.0,202306,2023-09,2023-06,já cadastrado,True,False
2023-09,Empresa 8263,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 17783,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 13260,0.0,Não,2023-09,,sem cadastro,False,False
2023-09,Empresa 26108,0.0,Não,2023-09,,sem cadastro,False,False
