mes,registros,conversao_media,mediana_conversao,pct_com_conversao
2023-05,6798,55.06388844738778,68.58,0.999558693733451
2023-06,6786,53.558788441692464,63.49,0.8445328617742411
2023-07,6992,53.14339333237945,70.12,0.6024027459954233
2023-08,7052,48.67530496453901,44.935,0.5683494044242768
2023-09,7278,53.03191699876323,69.07,0.6004396812311075
2023-10,7217,51.575837747885174,60.06,0.586531799916863
