Empresa,Valor,share,share_acumulado,pct_fornecedores
Empresa 5282,6346000.5174,0.00012328382585111302,0.8590718005863758,0.1533734309623431
Empresa 4073,6326812.900599999,0.00012291106779640075,0.8591947116541722,0.1535041841004184
Empresa 2197,6321442.427000001,0.00012280673554331868,0.8593175183897155,0.15363493723849372
Empresa 5531,6312282.2622,0.0001226287809152227,0.8594401471706307,0.15376569037656904
Empresa 331,6307171.811,0.0001225295001203293,0.859562676670751,0.15389644351464435
Empresa 5345,6298379.6434,0.0001223586945781173,0.8596850353653291,0.15402719665271966
Empresa 2669,6289247.5492,0.000122181285277894,0.859807216650607,0.15415794979079497
Empresa 7555,6287865.7174,0.00012215444041544565,0.8599293710910224,0.15428870292887029
Empresa 2210,6285342.4072,0.0001221054200388459,0.8600514765110613,0.1544194560669456
Empresa 2036,6274927.111,0.00012190308195844581,0.8601733795930198,0.1545502092050209
Empresa 3323,6273480.255799999,0.00012187497388564948,0.8602952545669054,0.15468096234309622
Empresa 2903,6273434.1716,0.00012187407860736017,0.8604171286455127,0.15481171548117154
Empresa 1714,6270811.1814,0.00012182312174624121,0.8605389517672589,0.15494246861924685
Empresa 6637,6263809.586999999,0.00012168710169040871,0.8606606388689493,0.1550732217573222
Empresa 2908,6250025.0,0.00012141930835845454,0.8607820581773077,0.1552039748953975
Empresa 7570,6246841.8972,0.00012135747018334165,0.8609034156474911,0.1553347280334728
Empresa 5559,6243421.289,0.00012129101798806097,0.8610247066654791,0.15546548117154813
Empresa 3278,6239634.784,0.00012121745751139154,0.8611459241229905,0.15559623430962344
Empresa 3164,6236653.2484,0.00012115953518461715,0.8612670836581752,0.15572698744769875
Empresa 4533,6210249.209000001,0.00012064658360413271,0.8613877302417793,0.15585774058577406
Empresa 7408,6207569.4546,0.0001205945239842402,0.8615083247657636,0.15598849372384938
Empresa 6871,6205478.9514,0.0001205539117542627,0.8616288786775178,0.1561192468619247
Empresa 3421,6202827.6236000005,0.000120502404378259,0.861749381081896,0.15625
Empresa 3288,6195131.223999999,0.000120352886333726,0.8618697339682297,0.1563807531380753
Empresa 2257,6194406.4436,0.00012033880601646651,0.8619900727742462,0.15651150627615062
Empresa 1302,6166225.2878,0.00011979133037501263,0.8621098641046212,0.15664225941422594
Empresa 3535,6156640.771,0.00011960513185567775,0.8622294692364769,0.15677301255230125
Empresa 2250,6132289.819200001,0.00011913206563187448,0.8623486013021088,0.15690376569037656
Empresa 4807,6132120.968400001,0.00011912878536541927,0.8624677300874742,0.15703451882845187
Empresa 4960,6107000.593800001,0.00011864077155593255,0.8625863708590301,0.1571652719665272
Empresa 2945,6100628.8168,0.00011851698697005419,0.8627048878460002,0.1572960251046025
Empresa 4713,6093649.6326,0.00011838140227743771,0.8628232692482777,0.1574267782426778
Empresa 7210,6074702.8676,0.00011801332325344499,0.8629412825715311,0.15755753138075315
Empresa 1780,6067530.767,0.00011787399077168223,0.8630591565623028,0.15768828451882846
Empresa 1197,6061753.955,0.00011776176457777791,0.8631769183268806,0.15781903765690378
Empresa 1224,6060188.0,0.00011773134275178194,0.8632946496696324,0.1579497907949791
Empresa 6055,6056769.9906,0.00011766494104341907,0.8634123146106758,0.1580805439330544
Empresa 3395,6042854.449,0.00011739460365492777,0.8635297092143307,0.15821129707112971
Empresa 871,6042576.6266,0.0001173892063959321,0.8636470984207266,0.15834205020920503
Empresa 1237,6019859.1808,0.00011694787431218736,0.8637640462950388,0.15847280334728034
Empresa 7556,6008053.2596,0.00011671852054374029,0.8638807648155825,0.15860355648535565
Empresa 5252,5996117.79,0.00011648665003701985,0.8639972514656196,0.15873430962343096
Empresa 4366,5983074.84,0.00011623326449568939,0.8641134847301153,0.15886506276150628
Empresa 151,5970460.0156000005,0.00011598819615536894,0.8642294729262706,0.1589958158995816
Empresa 7628,5965844.0484,0.00011589852170689403,0.8643453714479775,0.1591265690376569
Empresa 1657,5963204.3262,0.0001158472397930165,0.8644612186877705,0.1592573221757322
Empresa 1471,5930739.279999999,0.00011521654096294313,0.8645764352287334,0.15938807531380753
Empresa 3244,5910929.2328,0.00011483169094561164,0.864691266919679,0.15951882845188284
Empresa 3641,5899358.5564,0.00011460690728062989,0.8648058738269596,0.15964958158995815
Empresa 2070,5895290.046,0.00011452786828177514,0.8649204016952414,0.15978033472803346
Empresa 966,5894994.1566,0.00011452212003496036,0.8650349238152764,0.15991108786610878
Empresa 2803,5892460.4868,0.00011447289840229093,0.8651493967136786,0.1600418410041841
Empresa 3774,5855774.936000001,0.00011376020778027184,0.8652631569214589,0.16017259414225943
Empresa 2645,5855207.9882,0.00011374919367876801,0.8653769061151377,0.16030334728033474
Empresa 1465,5853057.6236000005,0.00011370741852067658,0.8654906135336584,0.16043410041841005
Empresa 5892,5844725.3368,0.00011354554708811424,0.8656041590807465,0.16056485355648537
Empresa 3295,5835942.1938000005,0.0001133749168669114,0.8657175339976134,0.16069560669456068
Empresa 26,5816285.547,0.00011299304696093463,0.8658305270445743,0.160826359832636
Empresa 7398,5812395.5884,0.0001129174766899749,0.8659434445212643,0.1609571129707113
Empresa 990,5811830.1536,0.00011290649198153969,0.8660563510132459,0.16108786610878661
Empresa 6666,5810696.5605999995,0.00011288446965714579,0.866169235482903,0.16121861924686193
Empresa 6580,5802016.0702,0.00011271583366919692,0.8662819513165723,0.16134937238493724
Empresa 7542,5795525.941,0.00011258974985375281,0.866394541066426,0.16148012552301255
Empresa 1131,5793778.4082,0.00011255580051372463,0.8665070968669397,0.16161087866108786
Empresa 3378,5782689.3642,0.00011234037352697873,0.8666194372404668,0.16174163179916318
Empresa 6567,5781778.6450000005,0.00011232268097448931,0.8667317599214412,0.1618723849372385
Empresa 2478,5775957.3864,0.0001122095913159699,0.8668439695127572,0.1620031380753138
Empresa 2988,5773429.8754,0.0001121604893303797,0.8669561300020876,0.16213389121338911
Empresa 7440,5769546.894400001,0.00011208505461333634,0.867068215056701,0.16226464435146443
Empresa 419,5766936.2930000005,0.00011203433842957906,0.8671802493951305,0.16239539748953974
Empresa 1064,5757564.1302000005,0.0001118522653138717,0.8672921016604443,0.16252615062761505
Empresa 1787,5757249.8889999995,0.00011184616054642488,0.8674039478209907,0.16265690376569036
Empresa 1788,5753297.4702,0.00011176937686043341,0.8675157171978511,0.1627876569037657
Empresa 5273,5749912.017,0.00011170360762174652,0.8676274208054728,0.16291841004184102
Empresa 2881,5747712.2396,0.00011166087252061484,0.8677390816779934,0.16304916317991633
Empresa 847,5746911.7202,0.00011164532082092157,0.8678507269988144,0.16317991631799164
Empresa 941,5745651.889599999,0.00011162084607720438,0.8679623478448916,0.16331066945606695
Empresa 5526,5745279.7806,0.00011161361711133403,0.8680739614620029,0.16344142259414227
Empresa 7372,5739889.1218,0.0001115088927201368,0.868185470354723,0.16357217573221758
Empresa 5942,5729490.522,0.0001113068790008937,0.8682967772337239,0.1637029288702929
Empresa 392,5721384.2596,0.0001111493985469787,0.8684079266322708,0.1638336820083682
Empresa 6387,5716745.0456,0.00011105927248264986,0.8685189859047535,0.16396443514644352
Empresa 4305,5704020.324,0.00011081206916814698,0.8686297979739217,0.16409518828451883
Empresa 4817,5699440.7756,0.00011072310222812321,0.8687405210761499,0.16422594142259414
Empresa 7242,5695258.1316,0.00011064184595449396,0.8688511629221043,0.16435669456066945
Empresa 2997,5680690.9498,0.00011035884914425913,0.8689615217712485,0.16448744769874477
Empresa 4690,5662220.228,0.00011000001821704886,0.8690715217894656,0.16461820083682008
Empresa 441,5654373.9168,0.0001098475878381193,0.8691813693773037,0.1647489539748954
Empresa 1796,5643527.8072,0.00010963688034078736,0.8692910062576445,0.1648797071129707
Empresa 5624,5641978.4418,0.00010960678080114353,0.8694006130384457,0.16501046025104602
Empresa 468,5638453.668,0.00010953830497954025,0.8695101513434252,0.16514121338912133
Empresa 2932,5629783.8042,0.00010936987543467316,0.8696195212188599,0.16527196652719664
Empresa 5352,5624393.27,0.00010926515346408158,0.869728786372324,0.16540271966527198
Empresa 7545,5615243.9632,0.0001090874097744779,0.8698378737820984,0.1655334728033473
Empresa 3346,5613721.351199999,0.00010905782997344695,0.8699469316120719,0.1656642259414226
Empresa 2411,5586008.4244,0.00010851945062222126,0.8700554510626941,0.16579497907949792
Empresa 1695,5584173.369000001,0.00010848380097962506,0.8701639348636737,0.16592573221757323
Empresa 1452,5577028.9652,0.00010834500656391798,0.8702722798702376,0.16605648535564854
Empresa 1211,5571279.4762,0.00010823331117425241,0.8703805131814119,0.16618723849372385
Empresa 5630,5567032.5386,0.00010815080586810826,0.87048866398728,0.16631799163179917
Empresa 875,5556604.9604,0.00010794822918515137,0.8705966122164651,0.16644874476987448
Empresa 1048,5556243.1932,0.00010794120112954987,0.8707045534175947,0.1665794979079498
Empresa 2204,5553072.497,0.00010787960397759948,0.8708124330215723,0.1667102510460251
Empresa 5722,5506806.559,0.00010698079506203273,0.8709194138166343,0.16684100418410042
Empresa 2385,5505758.584,0.00010696043603952048,0.8710263742526738,0.16697175732217573
Empresa 2007,5499907.4036,0.00010684676508984452,0.8711332210177637,0.16710251046025104
Empresa 5832,5498553.5,0.00010682046278886236,0.8712400414805526,0.16723326359832635
Empresa 6747,5488990.930600001,0.00010663469064192253,0.8713466761711944,0.16736401673640167
Empresa 4119,5479227.3458,0.0001064450133664692,0.8714531211845609,0.16749476987447698
Empresa 307,5474254.72,0.0001063484101072244,0.8715594695946681,0.1676255230125523
Empresa 2648,5463891.827,0.00010614709006440015,0.8716656166847325,0.1677562761506276
Empresa 2370,5463290.2938,0.00010613540407192834,0.8717717520888044,0.16788702928870292
Empresa 4279,5456417.9808,0.00010600189556735711,0.8718777539843717,0.16801778242677826
Empresa 3909,5455322.818,0.00010598061982690553,0.8719837346041986,0.16814853556485357
Empresa 2996,5444270.62,0.00010576590864783013,0.8720895005128465,0.16827928870292888
Empresa 1977,5442349.4482,0.00010572858602092965,0.8721952290988675,0.1684100418410042
Empresa 5778,5442076.4496,0.00010572328247395265,0.8723009523813414,0.1685407949790795
Empresa 2325,5441342.1106,0.00010570901646165981,0.8724066613978031,0.16867154811715482
Empresa 6408,5433311.3558,0.0001055530028947681,0.8725122144006978,0.16880230125523013
Empresa 1955,5422297.979599999,0.00010533904590725275,0.8726175534466051,0.16893305439330544
Empresa 6495,5420907.7106,0.0001053120371352219,0.8727228654837403,0.16906380753138076
Empresa 5588,5417189.4864,0.00010523980315044813,0.8728281052868908,0.16919456066945607
Empresa 7622,5413487.0508,0.00010516787589099018,0.8729332731627818,0.16932531380753138
Empresa 4550,5410183.8336000005,0.00010510370425203166,0.8730383768670338,0.1694560669456067
Empresa 1391,5400523.115,0.000104916025359442,0.8731432928923932,0.169586820083682
Empresa 903,5389842.0648,0.0001047085244729934,0.8732480014168662,0.16971757322175732
Empresa 1466,5377085.9796,0.00010446071185746857,0.8733524621287236,0.16984832635983263
Empresa 1492,5362796.495600001,0.00010418310988562381,0.8734566452386092,0.16997907949790794
Empresa 6199,5360199.3866,0.0001041326558188782,0.8735607778944281,0.17010983263598325
Empresa 42,5358380.191000001,0.00010409731428480104,0.8736648752087129,0.17024058577405857
Empresa 6052,5345968.0196,0.0001038561828866683,0.8737687313915996,0.17037133891213388
Empresa 5536,5342674.3610000005,0.00010379219694274313,0.8738725235885424,0.1705020920502092
Empresa 5483,5324860.5838,0.00010344612848591685,0.8739759697170283,0.17063284518828453
Empresa 6746,5314782.2772,0.00010325033710639495,0.8740792200541346,0.17076359832635984
Empresa 3064,5310623.841200001,0.00010316955112186322,0.8741823896052565,0.17089435146443516
Empresa 2378,5307590.0982,0.00010311061456132188,0.8742855002198179,0.17102510460251047
Empresa 4219,5306956.970000001,0.00010309831477241767,0.8743885985345903,0.17115585774058578
Empresa 3054,5302514.3036,0.00010301200704059972,0.8744916105416308,0.1712866108786611
Empresa 4824,5297038.8456,0.00010290563525435794,0.8745945161768852,0.1714173640167364
Empresa 5898,5295737.167200001,0.00010288034753294355,0.8746973965244181,0.17154811715481172
